dynamicProperties;occurrenceID;collectionID;catalogNumber;preparastions;recordedBy;identifiedBy;eventDate;country;stateProvince;county;locality;decimalLatitude;decimalLongitude;minimumElevationInMeters;scientificName;taxoank;individualCount;class;order;family;genus;SD;specificEpithet
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA88;94;M2 CA. 88;Montaje en alfiler;F. Torres;SD;15/14/1997;Colombia;Quindío;Calarca;SD;SD;SD;1420;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA89;94;M2 CA. 89;Montaje en alfiler;E. Medina;SD;17/11/1997;Colombia;Quindío;Calarca;SD;SD;SD;1490;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA90;94;M2 CA. 90;Montaje en alfiler;F. Torres;SD;00/10/1997;Colombia;Quindío;Calarca;SD;SD;SD;1720;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA91;94;M2 CA. 91;Montaje en alfiler;H.L. Arias;H.L. Arias;19/04/2008;Colombia;Quindío;Armenia;San Juan;SD;SD;1560;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA92;94;M2 CA. 92;Montaje en alfiler;M. Navarro;SD;01/10/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA93;94;M2 CA. 93;Montaje en alfiler;SD;SD;09/08/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA94;94;M2 CA. 94;Montaje en alfiler;SD;SD;31/08/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA95;94;M2 CA. 95;Montaje en alfiler;M. Navarro;SD;21/09/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA96;94;M2 CA. 96;Montaje en alfiler;F. Torres;SD;00/10/1997;Colombia;Quindío;Armenia;SD;SD;SD;1720;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA97;94;M2 CA. 97;Montaje en alfiler;SD;SD;07/10/2006;Colombia;Quindío;Circasia;SD;SD;SD;1805;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA98;94;M2 CA. 98;Montaje en alfiler;F. Torres;SD;15/09/1997;Colombia;Quindío;Calarca;SD;SD;SD;1720;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA99;94;M2 CA. 99;Montaje en alfiler;L. Patiño, Arias L.;Romero Z., L. Patiño;09/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1200;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA100;94;M2 CA. 100;Montaje en alfiler;M. Gallego;M. Gallego;31/05/2008;Colombia;Quindío;Tebaida;Padilla;SD;SD;1200;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA101;94;M2 CA. 101;Montaje en alfiler;Manjarres, Ruiz, Valencia;SD;11/05/2002;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA102;94;M2 CA. 102;Montaje en alfiler;A. Herrera, Lopéz L.;Herrara A.;12/09/2006;Colombia;Quindío;Armenia;SD;SD;SD;SD;Pentatomidae;Familia;1;Insecta;Hemiptera;Pentatomidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA103;94;M2 CA. 103;Montaje en alfiler;A. Girón;SD;15/05/2006;Colombia;Quindío;Armenia;Caimo;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA104;94;M2 CA. 104;Montaje en alfiler;R. Vargas, H. Valencia;R. Vargas, H. Valencia;14/05/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;74;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA105;94;M2 CA. 105;Montaje en alfiler;L. Ramirez;SD;20/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA106;94;M2 CA. 106;Montaje en alfiler;E. Medina;SD;28/11/1998;Colombia;Quindío;Calarca;SD;SD;SD;1490;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA107;94;M2 CA. 107;Montaje en alfiler;R. García;A.Beltrán;02/26/2003;Colombia;Quindío;Circasia;SD;SD;SD;1780;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA108;94;M2 CA. 108;Montaje en alfiler;SD;F. Bueno;22/11/2006;Colombia;Quindío;Armenia;SD;SD;SD;1481;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA109;94;M2 CA. 109;Montaje en alfiler;Z. Romero;Z. Romero, L. Patiño;29/10/2005;Colombia;Risaralda;Pereira;SD;SD;SD;1400;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA110;94;M2 CA. 110;Montaje en alfiler;F. Torres;SD;12/09/1997;Colombia;Risaralda;Pereira;La Suiza;SD;SD;1800;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA111;94;M2 CA. 111;Montaje en alfiler;Z. Romero;Z. Romero, L. Patiño;29/10/2005;Colombia;Risaralda;Pereira;SD;SD;SD;1400;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA112;94;M2 CA. 112;Montaje en alfiler;H.L. Arias;H.L. Arias;19/04/2008;Colombia;Quindío;Armenia;San Juan;SD;SD;1560;Berytidae;Familia;1;Insecta;Hemiptera;Berytidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA113;94;M2 CA. 113;Montaje en alfiler;A. Villarreal;A. Villarreal;22/09/2007;Colombia;Quindío;Circasia;SD;SD;SD;1325;Berytidae;Familia;1;Insecta;Hemiptera;Berytidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA114;94;M2 CA. 114;Montaje en alfiler;Y. Morales;SD;SD;Colombia;Quindío;Circasia;SD;SD;SD;SD;Pentatomidae;Familia;1;Insecta;Hemiptera;Pentatomidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA115;94;M2 CA. 115;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;05/21/2005;Colombia;Quindío;Filandia;SD;SD;SD;1800;Tingidae;Familia;1;Insecta;Hemiptera;Tingidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA116;94;M2 CA. 116;Montaje en alfiler;H.L. Arias;H.L. Arias;03/06/2008;Colombia;Quindío;Armenia;SD;SD;SD;1498;Rhopalidae;Familia;1;Insecta;Hemiptera;Rhopalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA117;94;M2 CA. 117;Montaje en alfiler;E. Medina;SD;17/12/1997;Colombia;Quindío;Armenia;SD;SD;SD;1490;Rhopalidae;Familia;1;Insecta;Hemiptera;Rhopalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA118;94;M2 CA. 118;Montaje en alfiler;E. Medina;SD;12/12/1997;Colombia;Quindío;Armenia;SD;SD;SD;1490;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA119;94;M2 CA. 119;Montaje en alfiler;D. Goméz, M. Cruz;D. Goméz, M. Cruz;18/03/2008;Colombia;Quindío;Córdoba;SD;SD;SD;1240;Lygaeidae;Familia;1;Insecta;Hemiptera;Lygaeidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA120;94;M2 CA. 120;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;26/02/2005;Colombia;Quindío;Circasia;SD;SD;SD;1780;Scutelleridae;Familia;1;Insecta;Hemiptera;Scutelleridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA121;94;M2 CA. 121;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;26/02/2005;Colombia;Quindío;Circasia;SD;SD;SD;1780;Scutelleridae;Familia;1;Insecta;Hemiptera;Scutelleridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA122;94;M2 CA. 122;Montaje en alfiler;R. Vargas, H. Valencia;R. Vargas, H. Valencia;26/04/2005;Colombia;Quindío;Circasia;SD;SD;SD;1780;Scutelleridae;Familia;1;Insecta;Hemiptera;Scutelleridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA123;94;M2 CA. 123;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;04/10/2005;Colombia;Quindío;Armenia;Hojas anchas;SD;SD;1520;Scutelleridae;Familia;1;Insecta;Hemiptera;Scutelleridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA124;94;M2 CA. 124;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;15/05/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;70;Thaumastocoridae;Familia;1;Insecta;Hemiptera;Thaumastocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA125;94;M2 CA. 125;Montaje en alfiler;D. Mendéz;D. Goméz, M. Cruz;10/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Pyrrhocoridae;Familia;1;Insecta;Hemiptera;Pyrrhocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA126;94;M2 CA. 126;Montaje en alfiler;L. Carvajal, M. Angúlo;SD;01/06/2007;Colombia;Quindío;Armenia;La Florida;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA127;94;M2 CA. 127;Montaje en alfiler;SD;SD;00/12/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Pyrrhocoridae;Familia;1;Insecta;Hemiptera;Pyrrhocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA128;94;M2 CA. 128;Montaje en alfiler;D. Mendez, M. Lopéz;D. Mendez, M. Lopéz;10/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Pyrrhocoridae;Familia;1;Insecta;Hemiptera;Pyrrhocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA129;94;M2 CA. 129;Montaje en alfiler;O.H. Marín;D. Mendez, M. Lopéz;20/03/2006;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Pyrrhocoridae;Familia;1;Insecta;Hemiptera;Pyrrhocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA130;94;M2 CA. 130;Montaje en alfiler;D. Mendez, M. Lopéz;D. Mendez, M. Lopéz;05/05/2008;Colombia;Quindío;Calarca;SD;SD;SD;1500;Pyrrhocoridae;Familia;1;Insecta;Hemiptera;Pyrrhocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA131;94;M2 CA. 131;Montaje en alfiler;E. Medina;SD;20/03/1998;Colombia;Quindío;Calarca;SD;SD;SD;1490;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA132;94;M2 CA. 132;Montaje en alfiler;F. Torres;SD;00/10/1997;Colombia;Quindío;Calarca;El Pencil;SD;SD;1720;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA133;94;M2 CA. 133;Montaje en alfiler;O.H. Marín;A. Ballén;SD;Colombia;Quindío;Circasia;SD;SD;SD;1780;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA134;94;M2 CA. 134;Montaje en alfiler;C. Ortiz;SD;18/10/2003;Colombia;Quindío;Filandia;SD;SD;SD;1900;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA135;94;M2 CA. 135;Montaje en alfiler;P. Patiño;P. Patiño;07/10/2006;Colombia;Quindío;Circasia;SD;SD;SD;SD;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA136;94;M2 CA. 136;Montaje en alfiler;Barrero;Gonzales, Villegas;11/04/2008;Colombia;Quindío;Tebaida;SD;SD;SD;1200;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA137;94;M2 CA. 137;Montaje en alfiler;E. Medina;SD;17/12/1997;Colombia;Quindío;Calarca;SD;SD;SD;1490;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA138;94;M2 CA. 138;Montaje en alfiler;J. Valencia;J. Valencia, P. Lopéz;10/05/2007;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA139;94;M2 CA. 139;Montaje en alfiler;O.Orjuela;SD;SD;Colombia;Quindío;Circasia;SD;SD;SD;1800;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA140;94;M2 CA. 140;Montaje en alfiler;G.Ramirez;SD;10/10/1999;Colombia;Quindío;Armenia;SD;SD;SD;200;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA141;94;M2 CA. 141;Montaje en alfiler;C.Vargas;SD;04/12/1997;Colombia;Quindío;Armenia;SD;SD;SD;1480;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA142;94;M2 CA. 142;Montaje en alfiler;U. Medina;SD;06/11/1996;Colombia;Quindío;Calarca;SD;SD;SD;1490;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA143;94;M2 CA. 143;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;05/27/2005;Colombia;Quindío;Armenia;Hojas Anchas;SD;SD;1500;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA144;94;M2 CA. 144;Montaje en alfiler;U. Medina;SD;18/10/1996;Colombia;Quindío;Calarca;SD;SD;SD;1800;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA145;94;M2 CA. 145;Montaje en alfiler;A. Villarreal;A. Villarreal;06/10/2007;Colombia;Quindío;Quimbaya;SD;SD;SD;1213;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA146;94;M2 CA. 146;Montaje en alfiler;A. Villarreal;A. Villarreal;06/10/2007;Colombia;Quindío;Quimbaya;SD;SD;SD;1162;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA147;94;M2 CA. 147;Montaje en alfiler;L. Carvajal, M. Angulo;SD;05/06/2007;Colombia;Quindío;Armenia;SD;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA148;94;M2 CA. 148;Montaje en alfiler;A. Chica, L. Guevara;SD;08/06/2008;Colombia;Quindío;Salento;SD;SD;SD;1800;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA149;94;M2 CA. 149;Montaje en alfiler;A. Chica, L. Guevara;SD;08/06/2008;Colombia;Quindío;Salento;SD;SD;SD;1800;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA150;94;M2 CA. 150;Montaje en alfiler;W. Goméz, O. Marín;SD;19/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA151;94;M2 CA. 151;Montaje en alfiler;G. Gaviria;SD;SD;Colombia;Quindío;Salento;SD;SD;SD;1840;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA152;94;M2 CA. 152;Montaje en alfiler;C. Ortiz;SD;18/10/2009;Colombia;SD;Filandia;SD;SD;SD;1900;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA153;94;M2 CA. 153;Montaje en alfiler;A. villan;SD;20/03/1998;Colombia;Quindío;Calarca;SD;SD;SD;1490;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA154;94;M2 CA. 154;Montaje en alfiler;M. Navarro;SD;09/10/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA155;94;M2 CA. 155;Montaje en alfiler;SD;SD;17/11/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA156;94;M2 CA. 156;Montaje en alfiler;Ardila A.;SD;09/11/2003;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;3;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA157;94;M2 CA. 157;Montaje en alfiler;Valencia, Ruiz, Manjarres;SD;11/05/2007;Colombia;Quindío;Salento;SD;SD;SD;SD;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA158;94;M2 CA. 158;Montaje en alfiler;A. Chica, L. Guevara;SD;04/06/2008;Colombia;Quindío;Circasia;SD;SD;SD;SD;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA159;94;M2 CA. 159;Montaje en alfiler;A. Bedoya;SD;11/05/2007;Colombia;Quindío;Salento;Boquia;SD;SD;1826;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA160;94;M2 CA. 160;Montaje en alfiler;A. Villarreal;A. Villarreal;06/10/2007;Colombia;Quindío;Quimbaya;SD;SD;SD;1162;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA161;94;M2 CA. 161;Montaje en alfiler;G. Ramirez;SD;18/05/1999;Colombia;Quindío;Armenia;SD;SD;SD;1300;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA162;94;M2 CA. 162;Montaje en alfiler;A.Chica, L. Guevara;SD;09/08/2008;Colombia;Quindío;Salento;SD;SD;SD;1800;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA163;94;M2 CA. 163;Montaje en alfiler;M. Gallego;M. Gallego;SD;Colombia;Quindío;Filandia;Bremen;SD;SD;2000;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA164;94;M2 CA. 164;Montaje en alfiler;M. Gallego;M. Gallego;18/05/2008;Colombia;Quindío;Filandia;Bremen;SD;SD;2000;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA165;94;M2 CA. 165;Montaje en alfiler;L. Carvajal, M. angulo;SD;12/05/2007;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA166;94;M2 CA. 166;Montaje en alfiler;M. Gallego;M. Gallego;31/05/2008;Colombia;Quindío;Tebaida;Padilla;SD;SD;1200;Panstrongyhus  SD;Género;1;Insecta;Hemiptera;Reduviidae;Panstrongyhus;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA167;94;M2 CA. 167;Montaje en alfiler;A. Baquero;SD;29/10/2006;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;800;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA168;94;M2 CA. 168;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;26/02/2005;Colombia;Quindío;Circasia;SD;SD;SD;1780;Miridae;Familia;1;Insecta;Hemiptera;Miridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA169;94;M2 CA. 169;Montaje en alfiler;H.L. arias;H.L. arias;19/04/2008;Colombia;Quindío;Armenia;San Juan;SD;SD;1560;Miridae;Familia;1;Insecta;Hemiptera;Miridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA170;94;M2 CA. 170;Montaje en alfiler;H.L. arias;H.L. arias;19/04/2008;Colombia;Quindío;Armenia;San Juan;SD;SD;1560;Miridae;Familia;1;Insecta;Hemiptera;Miridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA171;94;M2 CA. 171;Montaje en alfiler;H.L. arias;H.L. arias;19/04/2008;Colombia;Quindío;Armenia;San Juan;SD;SD;1560;Miridae;Familia;1;Insecta;Hemiptera;Miridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA172;94;M2 CA. 172;Montaje en alfiler;L. Carvajal, M. angulo;SD;12/05/2007;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA173;94;M2 CA. 173;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;05/21/2005;Colombia;Quindío;Filandia;SD;SD;SD;1800;Miridae;Familia;1;Insecta;Hemiptera;Miridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA174;94;M2 CA. 174;Montaje en alfiler;L. Carvajal, M. angulo;SD;03/06/2007;Colombia;Quindío;Armenia;SD;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA175;94;M2 CA. 175;Montaje en alfiler;L. Ramiréz;L. Ramiréz;SD;Colombia;Quindío;Circasia;SD;SD;SD;1780;Lydridae;Familia;1;Insecta;Hemiptera;Lydridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA176;94;M2 CA. 176;Montaje en alfiler;R. Vargas, H. Valencia;R. Vargas, H. Valencia;20/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
