dynamicProperties;occurrenceID;collectionID;catalogNumber;preparastions;recordedBy;identifiedBy;eventDate;country;stateProvince;county;locality;decimalLatitude;decimalLongitude;minimumElevationInMeters;scientificName;taxoank;individualCount;class;order;family;genus;SD;specificEpithet
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 86;94;M3. CC. 86;Montaje en alfiler;SD;SD;18/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 87;94;M3. CC. 87;Montaje en alfiler;SD;SD;19/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 88;94;M3. CC. 88;Montaje en alfiler;SD;SD;20/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 89;94;M3. CC. 89;Montaje en alfiler;SD;SD;21/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 90;94;M3. CC. 90;Montaje en alfiler;SD;SD;22/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 91;94;M3. CC. 91;Montaje en alfiler;SD;SD;23/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 92;94;M3. CC. 92;Montaje en alfiler;SD;SD;24/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 93;94;M3. CC. 93;Montaje en alfiler;SD;SD;25/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 94;94;M3. CC. 94;Montaje en alfiler;SD;SD;26/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 95;94;M3. CC. 95;Montaje en alfiler;SD;SD;27/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 96;94;M3. CC. 96;Montaje en alfiler;SD;SD;28/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 97;94;M3. CC. 97;Montaje en alfiler;SD;SD;29/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 98;94;M3. CC. 98;Montaje en alfiler;SD;SD;30/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 99;94;M3. CC. 99;Montaje en alfiler;SD;SD;31/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 100;94;M3. CC. 100;Montaje en alfiler;SD;SD;01/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 101;94;M3. CC. 101;Montaje en alfiler;SD;SD;02/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 102;94;M3. CC. 102;Montaje en alfiler;SD;SD;03/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 103;94;M3. CC. 103;Montaje en alfiler;SD;SD;04/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 104;94;M3. CC. 104;Montaje en alfiler;SD;SD;05/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 105;94;M3. CC. 105;Montaje en alfiler;SD;SD;06/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 106;94;M3. CC. 106;Montaje en alfiler;SD;SD;07/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 107;94;M3. CC. 107;Montaje en alfiler;SD;SD;08/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 108;94;M3. CC. 108;Montaje en alfiler;SD;SD;09/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 109;94;M3. CC. 109;Montaje en alfiler;SD;SD;10/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 110;94;M3. CC. 110;Montaje en alfiler;SD;SD;11/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 111;94;M3. CC. 111;Montaje en alfiler;SD;SD;12/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 112;94;M3. CC. 112;Montaje en alfiler;SD;SD;13/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 113;94;M3. CC. 113;Montaje en alfiler;SD;Bermúdez;14/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 114;94;M3. CC. 114;Montaje en alfiler;SD;Bermúdez;15/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 115;94;M3. CC. 115;Montaje en alfiler;SD;Bermúdez;16/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 116;94;M3. CC. 116;Montaje en alfiler;SD;SD;17/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 117;94;M3. CC. 117;Montaje en alfiler;SD;Bermúdez;18/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 118;94;M3. CC. 118;Montaje en alfiler;SD;Bermúdez;19/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 119;94;M3. CC. 119;Montaje en alfiler;SD;Bermúdez;20/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 120;94;M3. CC. 120;Montaje en alfiler;SD;Bermúdez;21/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 121;94;M3. CC. 121;Montaje en alfiler;SD;Bermúdez;22/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 122;94;M3. CC. 122;Montaje en alfiler;SD;Bermúdez;23/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 123;94;M3. CC. 123;Montaje en alfiler;SD;Bermúdez;24/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 124;94;M3. CC. 124;Montaje en alfiler;SD;Bermúdez;25/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 125;94;M3. CC. 125;Montaje en alfiler;SD;Bermúdez;26/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 126;94;M3. CC. 126;Montaje en alfiler;SD;Bermúdez;27/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 127;94;M3. CC. 127;Montaje en alfiler;SD;Bermúdez;28/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 128;94;M3. CC. 128;Montaje en alfiler;SD;Bermúdez;29/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 129;94;M3. CC. 129;Montaje en alfiler;SD;Bermúdez;30/11/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 130;94;M3. CC. 130;Montaje en alfiler;SD;Bermúdez;01/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 131;94;M3. CC. 131;Montaje en alfiler;SD;Bermúdez;02/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 132;94;M3. CC. 132;Montaje en alfiler;SD;Bermúdez;03/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 133;94;M3. CC. 133;Montaje en alfiler;SD;Bermúdez;04/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 134;94;M3. CC. 134;Montaje en alfiler;SD;Bermúdez;05/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 135;94;M3. CC. 135;Montaje en alfiler;SD;Bermúdez;06/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 136;94;M3. CC. 136;Montaje en alfiler;SD;Bermúdez;07/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 137;94;M3. CC. 137;Montaje en alfiler;SD;Bermúdez;08/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 138;94;M3. CC. 138;Montaje en alfiler;SD;Bermúdez;09/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 139;94;M3. CC. 139;Montaje en alfiler;SD;Bermúdez;10/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 140;94;M3. CC. 140;Montaje en alfiler;SD;SD;11/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 141;94;M3. CC. 141;Montaje en alfiler;SD;SD;12/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 142;94;M3. CC. 142;Montaje en alfiler;SD;SD;13/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 143;94;M3. CC. 143;Montaje en alfiler;SD;SD;14/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 144;94;M3. CC. 144;Montaje en alfiler;SD;Bermúdez;15/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 145;94;M3. CC. 145;Montaje en alfiler;SD;Bermúdez;16/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 146;94;M3. CC. 146;Montaje en alfiler;SD;Bermúdez;17/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 147;94;M3. CC. 147;Montaje en alfiler;SD;Bermúdez;18/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 148;94;M3. CC. 148;Montaje en alfiler;SD;Bermúdez;19/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 149;94;M3. CC. 149;Montaje en alfiler;SD;Bermúdez;20/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 150;94;M3. CC. 150;Montaje en alfiler;SD;Bermúdez;21/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 151;94;M3. CC. 151;Montaje en alfiler;SD;Bermúdez;22/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 152;94;M3. CC. 152;Montaje en alfiler;SD;SD;23/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 153;94;M3. CC. 153;Montaje en alfiler;SD;SD;24/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 154;94;M3. CC. 154;Montaje en alfiler;SD;SD;25/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 155;94;M3. CC. 155;Montaje en alfiler;SD;SD;26/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 156;94;M3. CC. 156;Montaje en alfiler;SD;SD;27/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 157;94;M3. CC. 157;Montaje en alfiler;SD;SD;28/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 158;94;M3. CC. 158;Montaje en alfiler;SD;SD;29/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 159;94;M3. CC. 159;Montaje en alfiler;SD;SD;30/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 160;94;M3. CC. 160;Montaje en alfiler;SD;SD;31/12/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 161;94;M3. CC. 161;Montaje en alfiler;SD;SD;01/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 162;94;M3. CC. 162;Montaje en alfiler;SD;Bermúdez;02/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 163;94;M3. CC. 163;Montaje en alfiler;SD;Bermúdez;03/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 164;94;M3. CC. 164;Montaje en alfiler;SD;SD;04/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 165;94;M3. CC. 165;Montaje en alfiler;SD;SD;05/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 166;94;M3. CC. 166;Montaje en alfiler;SD;SD;06/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 167;94;M3. CC. 167;Montaje en alfiler;SD;SD;07/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 168;94;M3. CC. 168;Montaje en alfiler;SD;SD;08/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 169;94;M3. CC. 169;Montaje en alfiler;SD;Bermúdez;09/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 170;94;M3. CC. 170;Montaje en alfiler;SD;Bermúdez;10/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 171;94;M3. CC. 171;Montaje en alfiler;SD;Bermúdez;11/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 172;94;M3. CC. 172;Montaje en alfiler;SD;Bermúdez;12/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 173;94;M3. CC. 173;Montaje en alfiler;SD;Bermúdez;13/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 174;94;M3. CC. 174;Montaje en alfiler;SD;Bermúdez;14/01/2007;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 175;94;M3. CC. 175;Montaje en alfiler;SD;SD;15/01/2007;Colombia;Choco;SD;SD;SD;SD;900;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CD 01;94;M3. CD. 01;Montaje en alfiler;Bermúdez;Bermúdez;24/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;900;viridis  SD;Género;1;Insecta;Hymenoptera;SD;viridis;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CD 02;94;M3. CD. 02;Montaje en alfiler;Bermúdez;Bermúdez;25/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;900;viridis  SD;Género;1;Insecta;Hymenoptera;SD;viridis;  ;SD
